"","ID","Position","EAP","SE"
"5977",748,1,-0.544,0.726
"5978",748,2,-0.845,0.648
"5979",748,3,-1.109,0.606
"5980",748,4,-1.254,0.575
"5981",748,5,-1.359,0.557
"5982",748,6,-1.434,0.547
"5983",748,7,-1.473,0.538
"5984",748,8,-1.573,0.544
"5985",749,1,0.6,0.417
"5986",749,2,0.713,0.299
"5987",749,3,0.764,0.251
"5988",749,4,0.785,0.22
"5989",749,5,0.719,0.206
"5990",749,6,0.709,0.19
"5991",749,7,0.763,0.178
"5992",749,8,0.772,0.167
"5993",750,1,0.6,0.417
"5994",750,2,0.713,0.299
"5995",750,3,0.764,0.251
"5996",750,4,0.643,0.233
"5997",750,5,0.644,0.21
"5998",750,6,0.717,0.195
"5999",750,7,0.671,0.185
"6000",750,8,0.613,0.179
"6001",751,1,-0.544,0.726
"6002",751,2,-0.845,0.648
"6003",751,3,-1.109,0.606
"6004",751,4,-1.254,0.575
"6005",751,5,-1.359,0.557
"6006",751,6,-1.434,0.547
"6007",751,7,-1.473,0.538
"6008",751,8,-1.573,0.544
"6009",752,1,-0.544,0.726
"6010",752,2,-0.845,0.648
"6011",752,3,-0.447,0.403
"6012",752,4,-0.587,0.38
"6013",752,5,-0.426,0.299
"6014",752,6,-0.277,0.252
"6015",752,7,-0.209,0.228
"6016",752,8,-0.184,0.213
"6017",753,1,0.6,0.417
"6018",753,2,0.713,0.299
"6019",753,3,0.764,0.251
"6020",753,4,0.643,0.233
"6021",753,5,0.644,0.21
"6022",753,6,0.717,0.195
"6023",753,7,0.671,0.185
"6024",753,8,0.692,0.172
"6025",754,1,-0.544,0.726
"6026",754,2,-0.002,0.391
"6027",754,3,0.088,0.303
"6028",754,4,0.125,0.26
"6029",754,5,0.07,0.244
"6030",754,6,0.011,0.234
"6031",754,7,0.008,0.217
"6032",754,8,-0.002,0.203
"6033",755,1,2.454,0.537
"6034",755,2,2.927,0.387
"6035",755,3,3.247,0.342
"6036",755,4,3.36,0.313
"6037",755,5,3.423,0.294
"6038",755,6,3.469,0.282
"6039",755,7,3.499,0.272
"6040",755,8,3.406,0.265
"6041",756,1,-0.544,0.726
"6042",756,2,-0.002,0.391
"6043",756,3,0.088,0.303
"6044",756,4,0.125,0.26
"6045",756,5,0.07,0.244
"6046",756,6,0.011,0.234
"6047",756,7,0.008,0.217
"6048",756,8,-0.002,0.203
"6049",757,1,0.6,0.417
"6050",757,2,0.713,0.299
"6051",757,3,0.764,0.251
"6052",757,4,0.643,0.233
"6053",757,5,0.644,0.21
"6054",757,6,0.717,0.195
"6055",757,7,0.671,0.185
"6056",757,8,0.613,0.179
"6057",758,1,-0.544,0.726
"6058",758,2,-0.845,0.648
"6059",758,3,-1.109,0.606
"6060",758,4,-1.254,0.575
"6061",758,5,-1.359,0.557
"6062",758,6,-1.434,0.547
"6063",758,7,-1.473,0.538
"6064",758,8,-1.573,0.544
"6065",759,1,-0.544,0.726
"6066",759,2,-0.845,0.648
"6067",759,3,-1.109,0.606
"6068",759,4,-1.254,0.575
"6069",759,5,-1.359,0.557
"6070",759,6,-1.434,0.547
"6071",759,7,-1.473,0.538
"6072",759,8,-1.573,0.544
"6073",760,1,-0.544,0.726
"6074",760,2,-0.845,0.648
"6075",760,3,-1.109,0.606
"6076",760,4,-1.254,0.575
"6077",760,5,-1.359,0.557
"6078",760,6,-1.434,0.547
"6079",760,7,-1.473,0.538
"6080",760,8,-1.573,0.544
"6081",761,1,-0.544,0.726
"6082",761,2,-0.845,0.648
"6083",761,3,-1.109,0.606
"6084",761,4,-1.254,0.575
"6085",761,5,-1.359,0.557
"6086",761,6,-1.434,0.547
"6087",761,7,-1.473,0.538
"6088",761,8,-1.573,0.544
"6089",762,1,-0.544,0.726
"6090",762,2,-0.002,0.391
"6091",762,3,0.088,0.303
"6092",762,4,0.125,0.26
"6093",762,5,0.07,0.244
"6094",762,6,0.011,0.234
"6095",762,7,0.008,0.217
"6096",762,8,-0.002,0.203
"6097",763,1,-0.544,0.726
"6098",763,2,-0.845,0.648
"6099",763,3,-0.447,0.403
"6100",763,4,-0.587,0.38
"6101",763,5,-0.426,0.299
"6102",763,6,-0.506,0.286
"6103",763,7,-0.578,0.28
"6104",763,8,-0.488,0.246
"6105",764,1,-0.544,0.726
"6106",764,2,-0.845,0.648
"6107",764,3,-1.109,0.606
"6108",764,4,-1.254,0.575
"6109",764,5,-1.359,0.557
"6110",764,6,-1.434,0.547
"6111",764,7,-1.473,0.538
"6112",764,8,-1.573,0.544
"6113",765,1,-0.544,0.726
"6114",765,2,-0.845,0.648
"6115",765,3,-1.109,0.606
"6116",765,4,-1.254,0.575
"6117",765,5,-1.359,0.557
"6118",765,6,-1.434,0.547
"6119",765,7,-1.473,0.538
"6120",765,8,-1.573,0.544
"6121",766,1,0.6,0.417
"6122",766,2,0.713,0.299
"6123",766,3,0.764,0.251
"6124",766,4,0.785,0.22
"6125",766,5,0.719,0.206
"6126",766,6,0.709,0.19
"6127",766,7,0.763,0.178
"6128",766,8,0.772,0.167
"6129",767,1,-0.544,0.726
"6130",767,2,-0.845,0.648
"6131",767,3,-1.109,0.606
"6132",767,4,-1.254,0.575
"6133",767,5,-1.359,0.557
"6134",767,6,-1.434,0.547
"6135",767,7,-1.473,0.538
"6136",767,8,-1.573,0.544
"6137",768,1,-0.544,0.726
"6138",768,2,-0.845,0.648
"6139",768,3,-1.109,0.606
"6140",768,4,-1.254,0.575
"6141",768,5,-0.802,0.387
"6142",768,6,-0.866,0.373
"6143",768,7,-0.926,0.365
"6144",768,8,-0.993,0.362
"6145",769,1,-0.544,0.726
"6146",769,2,-0.845,0.648
"6147",769,3,-0.447,0.403
"6148",769,4,-0.587,0.38
"6149",769,5,-0.426,0.299
"6150",769,6,-0.506,0.286
"6151",769,7,-0.578,0.28
"6152",769,8,-0.488,0.246
"6153",770,1,1.17,0.43
"6154",770,2,1.386,0.308
"6155",770,3,1.564,0.264
"6156",770,4,1.591,0.231
"6157",770,5,1.576,0.209
"6158",770,6,1.662,0.196
"6159",770,7,1.723,0.184
"6160",770,8,1.77,0.174
"6161",771,1,0.6,0.417
"6162",771,2,0.319,0.353
"6163",771,3,0.325,0.283
"6164",771,4,0.236,0.265
"6165",771,5,0.241,0.234
"6166",771,6,0.241,0.213
"6167",771,7,0.304,0.193
"6168",771,8,0.269,0.187
"6169",772,1,-0.544,0.726
"6170",772,2,-0.845,0.648
"6171",772,3,-0.447,0.403
"6172",772,4,-0.587,0.38
"6173",772,5,-0.426,0.299
"6174",772,6,-0.506,0.286
"6175",772,7,-0.387,0.247
"6176",772,8,-0.335,0.226
"6177",773,1,-0.544,0.726
"6178",773,2,-0.002,0.391
"6179",773,3,0.088,0.303
"6180",773,4,0.125,0.26
"6181",773,5,0.07,0.244
"6182",773,6,0.011,0.234
"6183",773,7,0.008,0.217
"6184",773,8,-0.002,0.203
"6185",774,1,-0.544,0.726
"6186",774,2,-0.002,0.391
"6187",774,3,0.088,0.303
"6188",774,4,0.125,0.26
"6189",774,5,0.07,0.244
"6190",774,6,0.011,0.234
"6191",774,7,0.008,0.217
"6192",774,8,-0.002,0.203
"6193",775,1,-0.544,0.726
"6194",775,2,-0.845,0.648
"6195",775,3,-1.109,0.606
"6196",775,4,-1.254,0.575
"6197",775,5,-1.359,0.557
"6198",775,6,-1.434,0.547
"6199",775,7,-1.473,0.538
"6200",775,8,-1.573,0.544
"6201",776,1,-0.544,0.726
"6202",776,2,-0.845,0.648
"6203",776,3,-1.109,0.606
"6204",776,4,-1.254,0.575
"6205",776,5,-1.359,0.557
"6206",776,6,-1.434,0.547
"6207",776,7,-1.473,0.538
"6208",776,8,-1.573,0.544
"6209",777,1,-0.544,0.726
"6210",777,2,-0.002,0.391
"6211",777,3,0.088,0.303
"6212",777,4,0.125,0.26
"6213",777,5,0.07,0.244
"6214",777,6,0.011,0.234
"6215",777,7,0.116,0.214
"6216",777,8,0.092,0.202
"6217",778,1,-0.544,0.726
"6218",778,2,-0.002,0.391
"6219",778,3,0.088,0.303
"6220",778,4,0.125,0.26
"6221",778,5,0.07,0.244
"6222",778,6,0.011,0.234
"6223",778,7,0.116,0.214
"6224",778,8,0.092,0.202
"6225",779,1,-0.544,0.726
"6226",779,2,-0.002,0.391
"6227",779,3,0.088,0.303
"6228",779,4,0.125,0.26
"6229",779,5,0.07,0.244
"6230",779,6,0.011,0.234
"6231",779,7,0.008,0.217
"6232",779,8,-0.002,0.203
"6233",780,1,-0.544,0.726
"6234",780,2,-0.845,0.648
"6235",780,3,-1.109,0.606
"6236",780,4,-1.254,0.575
"6237",780,5,-1.359,0.557
"6238",780,6,-1.434,0.547
"6239",780,7,-1.473,0.538
"6240",780,8,-1.573,0.544
"6241",781,1,-0.544,0.726
"6242",781,2,-0.845,0.648
"6243",781,3,-1.109,0.606
"6244",781,4,-1.254,0.575
"6245",781,5,-1.359,0.557
"6246",781,6,-1.434,0.547
"6247",781,7,-1.473,0.538
"6248",781,8,-1.573,0.544
"6249",782,1,0.6,0.417
"6250",782,2,0.713,0.299
"6251",782,3,0.764,0.251
"6252",782,4,0.785,0.22
"6253",782,5,0.719,0.206
"6254",782,6,0.709,0.19
"6255",782,7,0.763,0.178
"6256",782,8,0.772,0.167
"6257",783,1,1.17,0.43
"6258",783,2,1.031,0.312
"6259",783,3,1.213,0.264
"6260",783,4,1.223,0.227
"6261",783,5,1.271,0.206
"6262",783,6,1.289,0.191
"6263",783,7,1.281,0.18
"6264",783,8,1.302,0.17
"6265",784,1,0.6,0.417
"6266",784,2,0.713,0.299
"6267",784,3,0.764,0.251
"6268",784,4,0.785,0.22
"6269",784,5,0.719,0.206
"6270",784,6,0.709,0.19
"6271",784,7,0.763,0.178
"6272",784,8,0.772,0.167
"6273",785,1,0.6,0.417
"6274",785,2,0.713,0.299
"6275",785,3,0.764,0.251
"6276",785,4,0.785,0.22
"6277",785,5,0.719,0.206
"6278",785,6,0.709,0.19
"6279",785,7,0.763,0.178
"6280",785,8,0.772,0.167
"6281",786,1,-0.544,0.726
"6282",786,2,-0.845,0.648
"6283",786,3,-1.109,0.606
"6284",786,4,-1.254,0.575
"6285",786,5,-1.359,0.557
"6286",786,6,-1.434,0.547
"6287",786,7,-1.473,0.538
"6288",786,8,-1.573,0.544
"6289",787,1,-0.544,0.726
"6290",787,2,-0.002,0.391
"6291",787,3,0.088,0.303
"6292",787,4,0.125,0.26
"6293",787,5,0.07,0.244
"6294",787,6,0.011,0.234
"6295",787,7,0.008,0.217
"6296",787,8,-0.002,0.203
"6297",788,1,-0.544,0.726
"6298",788,2,-0.845,0.648
"6299",788,3,-1.109,0.606
"6300",788,4,-1.254,0.575
"6301",788,5,-1.359,0.557
"6302",788,6,-1.434,0.547
"6303",788,7,-1.473,0.538
"6304",788,8,-1.573,0.544
"6305",789,1,-0.544,0.726
"6306",789,2,-0.002,0.391
"6307",789,3,0.088,0.303
"6308",789,4,0.125,0.26
"6309",789,5,0.07,0.244
"6310",789,6,0.011,0.234
"6311",789,7,0.008,0.217
"6312",789,8,-0.002,0.203
"6313",790,1,0.6,0.417
"6314",790,2,0.713,0.299
"6315",790,3,0.764,0.251
"6316",790,4,0.785,0.22
"6317",790,5,0.719,0.206
"6318",790,6,0.709,0.19
"6319",790,7,0.763,0.178
"6320",790,8,0.772,0.167
"6321",791,1,-0.544,0.726
"6322",791,2,-0.002,0.391
"6323",791,3,0.088,0.303
"6324",791,4,0.125,0.26
"6325",791,5,0.07,0.244
"6326",791,6,0.011,0.234
"6327",791,7,0.008,0.217
"6328",791,8,-0.002,0.203
"6329",792,1,-0.544,0.726
"6330",792,2,-0.002,0.391
"6331",792,3,0.088,0.303
"6332",792,4,0.125,0.26
"6333",792,5,0.07,0.244
"6334",792,6,0.011,0.234
"6335",792,7,0.008,0.217
"6336",792,8,-0.002,0.203
"6337",793,1,-0.544,0.726
"6338",793,2,-0.845,0.648
"6339",793,3,-1.109,0.606
"6340",793,4,-1.254,0.575
"6341",793,5,-1.359,0.557
"6342",793,6,-1.434,0.547
"6343",793,7,-1.473,0.538
"6344",793,8,-1.573,0.544
"6345",794,1,-0.544,0.726
"6346",794,2,-0.845,0.648
"6347",794,3,-1.109,0.606
"6348",794,4,-0.625,0.387
"6349",794,5,-0.719,0.368
"6350",794,6,-0.554,0.299
"6351",794,7,-0.616,0.288
"6352",794,8,-0.675,0.282
"6353",795,1,-0.544,0.726
"6354",795,2,-0.845,0.648
"6355",795,3,-1.109,0.606
"6356",795,4,-1.254,0.575
"6357",795,5,-1.359,0.557
"6358",795,6,-1.434,0.547
"6359",795,7,-1.473,0.538
"6360",795,8,-1.573,0.544
"6361",796,1,1.17,0.43
"6362",796,2,1.031,0.312
"6363",796,3,1.213,0.264
"6364",796,4,1.223,0.227
"6365",796,5,1.271,0.206
"6366",796,6,1.289,0.191
"6367",796,7,1.281,0.18
"6368",796,8,1.302,0.17
"6369",797,1,-0.544,0.726
"6370",797,2,-0.845,0.648
"6371",797,3,-1.109,0.606
"6372",797,4,-0.625,0.387
"6373",797,5,-0.719,0.368
"6374",797,6,-0.554,0.299
"6375",797,7,-0.616,0.288
"6376",797,8,-0.675,0.282
"6377",798,1,-0.544,0.726
"6378",798,2,-0.845,0.648
"6379",798,3,-1.109,0.606
"6380",798,4,-1.254,0.575
"6381",798,5,-1.359,0.557
"6382",798,6,-1.434,0.547
"6383",798,7,-1.473,0.538
"6384",798,8,-1.573,0.544
"6385",799,1,-0.544,0.726
"6386",799,2,-0.002,0.391
"6387",799,3,0.088,0.303
"6388",799,4,0.125,0.26
"6389",799,5,0.07,0.244
"6390",799,6,0.011,0.234
"6391",799,7,0.116,0.214
"6392",799,8,0.188,0.198
"6393",800,1,-0.544,0.726
"6394",800,2,-0.002,0.391
"6395",800,3,0.088,0.303
"6396",800,4,0.125,0.26
"6397",800,5,0.07,0.244
"6398",800,6,0.011,0.234
"6399",800,7,0.008,0.217
"6400",800,8,-0.002,0.203
"6401",801,1,-0.544,0.726
"6402",801,2,-0.002,0.391
"6403",801,3,0.088,0.303
"6404",801,4,0.125,0.26
"6405",801,5,0.07,0.244
"6406",801,6,0.011,0.234
"6407",801,7,0.008,0.217
"6408",801,8,-0.002,0.203
"6409",802,1,-0.544,0.726
"6410",802,2,-0.002,0.391
"6411",802,3,0.088,0.303
"6412",802,4,0.125,0.26
"6413",802,5,0.07,0.244
"6414",802,6,0.011,0.234
"6415",802,7,0.008,0.217
"6416",802,8,-0.002,0.203
"6417",803,1,-0.544,0.726
"6418",803,2,-0.845,0.648
"6419",803,3,-1.109,0.606
"6420",803,4,-1.254,0.575
"6421",803,5,-1.359,0.557
"6422",803,6,-1.434,0.547
"6423",803,7,-1.473,0.538
"6424",803,8,-1.573,0.544
"6425",804,1,-0.544,0.726
"6426",804,2,-0.845,0.648
"6427",804,3,-0.447,0.403
"6428",804,4,-0.587,0.38
"6429",804,5,-0.426,0.299
"6430",804,6,-0.277,0.252
"6431",804,7,-0.209,0.228
"6432",804,8,-0.184,0.213
"6433",805,1,-0.544,0.726
"6434",805,2,-0.845,0.648
"6435",805,3,-1.109,0.606
"6436",805,4,-1.254,0.575
"6437",805,5,-1.359,0.557
"6438",805,6,-1.434,0.547
"6439",805,7,-1.473,0.538
"6440",805,8,-1.573,0.544
"6441",806,1,1.762,0.461
"6442",806,2,2.102,0.314
"6443",806,3,2.195,0.253
"6444",806,4,2.169,0.226
"6445",806,5,2.179,0.204
"6446",806,6,2.18,0.188
"6447",806,7,2.264,0.181
"6448",806,8,2.337,0.173
"6449",807,1,0.6,0.417
"6450",807,2,0.713,0.299
"6451",807,3,0.764,0.251
"6452",807,4,0.785,0.22
"6453",807,5,0.719,0.206
"6454",807,6,0.709,0.19
"6455",807,7,0.763,0.178
"6456",807,8,0.772,0.167
"6457",808,1,0.6,0.417
"6458",808,2,0.713,0.299
"6459",808,3,0.764,0.251
"6460",808,4,0.785,0.22
"6461",808,5,0.719,0.206
"6462",808,6,0.709,0.19
"6463",808,7,0.763,0.178
"6464",808,8,0.772,0.167
"6465",809,1,1.17,0.43
"6466",809,2,1.386,0.308
"6467",809,3,1.564,0.264
"6468",809,4,1.591,0.231
"6469",809,5,1.576,0.209
"6470",809,6,1.662,0.196
"6471",809,7,1.723,0.184
"6472",809,8,1.77,0.174
"6473",810,1,-0.544,0.726
"6474",810,2,-0.845,0.648
"6475",810,3,-1.109,0.606
"6476",810,4,-1.254,0.575
"6477",810,5,-1.359,0.557
"6478",810,6,-1.434,0.547
"6479",810,7,-1.473,0.538
"6480",810,8,-1.573,0.544
"6481",811,1,-0.544,0.726
"6482",811,2,-0.845,0.648
"6483",811,3,-0.447,0.403
"6484",811,4,-0.587,0.38
"6485",811,5,-0.426,0.299
"6486",811,6,-0.506,0.286
"6487",811,7,-0.578,0.28
"6488",811,8,-0.488,0.246
"6489",812,1,0.6,0.417
"6490",812,2,0.713,0.299
"6491",812,3,0.764,0.251
"6492",812,4,0.643,0.233
"6493",812,5,0.644,0.21
"6494",812,6,0.717,0.195
"6495",812,7,0.671,0.185
"6496",812,8,0.613,0.179
"6497",813,1,-0.544,0.726
"6498",813,2,-0.845,0.648
"6499",813,3,-1.109,0.606
"6500",813,4,-1.254,0.575
"6501",813,5,-1.359,0.557
"6502",813,6,-1.434,0.547
"6503",813,7,-1.473,0.538
"6504",813,8,-1.573,0.544
"6505",814,1,-0.544,0.726
"6506",814,2,-0.845,0.648
"6507",814,3,-1.109,0.606
"6508",814,4,-1.254,0.575
"6509",814,5,-0.802,0.387
"6510",814,6,-0.866,0.373
"6511",814,7,-0.926,0.365
"6512",814,8,-0.993,0.362
"6513",815,1,0.6,0.417
"6514",815,2,0.713,0.299
"6515",815,3,0.764,0.251
"6516",815,4,0.785,0.22
"6517",815,5,0.719,0.206
"6518",815,6,0.709,0.19
"6519",815,7,0.763,0.178
"6520",815,8,0.772,0.167
"6521",816,1,-0.544,0.726
"6522",816,2,-0.845,0.648
"6523",816,3,-0.447,0.403
"6524",816,4,-0.587,0.38
"6525",816,5,-0.426,0.299
"6526",816,6,-0.506,0.286
"6527",816,7,-0.578,0.28
"6528",816,8,-0.488,0.246
"6529",817,1,-0.544,0.726
"6530",817,2,-0.002,0.391
"6531",817,3,0.088,0.303
"6532",817,4,0.125,0.26
"6533",817,5,0.07,0.244
"6534",817,6,0.011,0.234
"6535",817,7,0.116,0.214
"6536",817,8,0.092,0.202
"6537",818,1,-0.544,0.726
"6538",818,2,-0.845,0.648
"6539",818,3,-1.109,0.606
"6540",818,4,-1.254,0.575
"6541",818,5,-1.359,0.557
"6542",818,6,-1.434,0.547
"6543",818,7,-1.473,0.538
"6544",818,8,-1.573,0.544
"6545",819,1,-0.544,0.726
"6546",819,2,-0.845,0.648
"6547",819,3,-1.109,0.606
"6548",819,4,-0.625,0.387
"6549",819,5,-0.719,0.368
"6550",819,6,-0.554,0.299
"6551",819,7,-0.616,0.288
"6552",819,8,-0.675,0.282
"6553",820,1,-0.544,0.726
"6554",820,2,-0.002,0.391
"6555",820,3,0.088,0.303
"6556",820,4,0.125,0.26
"6557",820,5,0.07,0.244
"6558",820,6,0.011,0.234
"6559",820,7,0.116,0.214
"6560",820,8,0.092,0.202
"6561",821,1,-0.544,0.726
"6562",821,2,-0.845,0.648
"6563",821,3,-1.109,0.606
"6564",821,4,-1.254,0.575
"6565",821,5,-1.359,0.557
"6566",821,6,-1.434,0.547
"6567",821,7,-1.473,0.538
"6568",821,8,-1.573,0.544
"6569",822,1,1.17,0.43
"6570",822,2,1.386,0.308
"6571",822,3,1.564,0.264
"6572",822,4,1.591,0.231
"6573",822,5,1.576,0.209
"6574",822,6,1.662,0.196
"6575",822,7,1.723,0.184
"6576",822,8,1.77,0.174
"6577",823,1,0.6,0.417
"6578",823,2,0.713,0.299
"6579",823,3,0.764,0.251
"6580",823,4,0.643,0.233
"6581",823,5,0.644,0.21
"6582",823,6,0.717,0.195
"6583",823,7,0.671,0.185
"6584",823,8,0.692,0.172
"6585",824,1,-0.544,0.726
"6586",824,2,-0.845,0.648
"6587",824,3,-1.109,0.606
"6588",824,4,-0.625,0.387
"6589",824,5,-0.719,0.368
"6590",824,6,-0.554,0.299
"6591",824,7,-0.616,0.288
"6592",824,8,-0.675,0.282
"6593",825,1,-0.544,0.726
"6594",825,2,-0.845,0.648
"6595",825,3,-1.109,0.606
"6596",825,4,-1.254,0.575
"6597",825,5,-1.359,0.557
"6598",825,6,-1.434,0.547
"6599",825,7,-1.473,0.538
"6600",825,8,-1.573,0.544
"6601",826,1,-0.544,0.726
"6602",826,2,-0.845,0.648
"6603",826,3,-1.109,0.606
"6604",826,4,-1.254,0.575
"6605",826,5,-1.359,0.557
"6606",826,6,-1.434,0.547
"6607",826,7,-1.473,0.538
"6608",826,8,-1.573,0.544
"6609",827,1,0.6,0.417
"6610",827,2,0.713,0.299
"6611",827,3,0.764,0.251
"6612",827,4,0.785,0.22
"6613",827,5,0.871,0.2
"6614",827,6,0.938,0.187
"6615",827,7,0.967,0.177
"6616",827,8,1.017,0.169
"6617",828,1,-0.544,0.726
"6618",828,2,-0.845,0.648
"6619",828,3,-1.109,0.606
"6620",828,4,-1.254,0.575
"6621",828,5,-1.359,0.557
"6622",828,6,-1.434,0.547
"6623",828,7,-1.473,0.538
"6624",828,8,-1.573,0.544
"6625",829,1,1.17,0.43
"6626",829,2,1.386,0.308
"6627",829,3,1.346,0.254
"6628",829,4,1.418,0.225
"6629",829,5,1.432,0.204
"6630",829,6,1.53,0.194
"6631",829,7,1.605,0.184
"6632",829,8,1.594,0.174
"6633",830,1,-0.544,0.726
"6634",830,2,-0.002,0.391
"6635",830,3,0.088,0.303
"6636",830,4,0.125,0.26
"6637",830,5,0.07,0.244
"6638",830,6,0.011,0.234
"6639",830,7,0.008,0.217
"6640",830,8,-0.002,0.203
"6641",831,1,-0.544,0.726
"6642",831,2,-0.845,0.648
"6643",831,3,-1.109,0.606
"6644",831,4,-1.254,0.575
"6645",831,5,-1.359,0.557
"6646",831,6,-1.434,0.547
"6647",831,7,-1.473,0.538
"6648",831,8,-1.573,0.544
"6649",832,1,0.6,0.417
"6650",832,2,0.713,0.299
"6651",832,3,0.764,0.251
"6652",832,4,0.643,0.233
"6653",832,5,0.644,0.21
"6654",832,6,0.717,0.195
"6655",832,7,0.671,0.185
"6656",832,8,0.613,0.179
"6657",833,1,-0.544,0.726
"6658",833,2,-0.845,0.648
"6659",833,3,-1.109,0.606
"6660",833,4,-1.254,0.575
"6661",833,5,-1.359,0.557
"6662",833,6,-1.434,0.547
"6663",833,7,-1.473,0.538
"6664",833,8,-1.573,0.544
"6665",834,1,-0.544,0.726
"6666",834,2,-0.002,0.391
"6667",834,3,0.088,0.303
"6668",834,4,0.125,0.26
"6669",834,5,0.07,0.244
"6670",834,6,0.011,0.234
"6671",834,7,0.008,0.217
"6672",834,8,-0.002,0.203
"6673",835,1,-0.544,0.726
"6674",835,2,-0.845,0.648
"6675",835,3,-0.447,0.403
"6676",835,4,-0.587,0.38
"6677",835,5,-0.426,0.299
"6678",835,6,-0.506,0.286
"6679",835,7,-0.578,0.28
"6680",835,8,-0.488,0.246
"6681",836,1,-0.544,0.726
"6682",836,2,-0.002,0.391
"6683",836,3,0.088,0.303
"6684",836,4,0.125,0.26
"6685",836,5,0.07,0.244
"6686",836,6,0.011,0.234
"6687",836,7,0.008,0.217
"6688",836,8,-0.002,0.203
"6689",837,1,-0.544,0.726
"6690",837,2,-0.845,0.648
"6691",837,3,-1.109,0.606
"6692",837,4,-1.254,0.575
"6693",837,5,-1.359,0.557
"6694",837,6,-1.434,0.547
"6695",837,7,-1.473,0.538
"6696",837,8,-1.573,0.544
"6697",838,1,-0.544,0.726
"6698",838,2,-0.845,0.648
"6699",838,3,-1.109,0.606
"6700",838,4,-1.254,0.575
"6701",838,5,-1.359,0.557
"6702",838,6,-1.434,0.547
"6703",838,7,-1.473,0.538
"6704",838,8,-1.573,0.544
"6705",839,1,-0.544,0.726
"6706",839,2,-0.845,0.648
"6707",839,3,-1.109,0.606
"6708",839,4,-1.254,0.575
"6709",839,5,-1.359,0.557
"6710",839,6,-1.434,0.547
"6711",839,7,-1.473,0.538
"6712",839,8,-1.573,0.544
"6713",840,1,0.6,0.417
"6714",840,2,0.713,0.299
"6715",840,3,0.764,0.251
"6716",840,4,0.785,0.22
"6717",840,5,0.719,0.206
"6718",840,6,0.709,0.19
"6719",840,7,0.763,0.178
"6720",840,8,0.772,0.167
"6721",841,1,0.6,0.417
"6722",841,2,0.713,0.299
"6723",841,3,0.764,0.251
"6724",841,4,0.643,0.233
"6725",841,5,0.644,0.21
"6726",841,6,0.717,0.195
"6727",841,7,0.671,0.185
"6728",841,8,0.613,0.179
"6729",842,1,1.17,0.43
"6730",842,2,1.031,0.312
"6731",842,3,1.213,0.264
"6732",842,4,1.223,0.227
"6733",842,5,1.271,0.206
"6734",842,6,1.289,0.191
"6735",842,7,1.281,0.18
"6736",842,8,1.302,0.17
"6737",843,1,1.762,0.461
"6738",843,2,2.102,0.314
"6739",843,3,2.195,0.253
"6740",843,4,2.169,0.226
"6741",843,5,2.179,0.204
"6742",843,6,2.18,0.188
"6743",843,7,2.264,0.181
"6744",843,8,2.337,0.173
"6745",844,1,-0.544,0.726
"6746",844,2,-0.845,0.648
"6747",844,3,-1.109,0.606
"6748",844,4,-1.254,0.575
"6749",844,5,-1.359,0.557
"6750",844,6,-1.434,0.547
"6751",844,7,-1.473,0.538
"6752",844,8,-1.573,0.544
"6753",845,1,-0.544,0.726
"6754",845,2,-0.845,0.648
"6755",845,3,-1.109,0.606
"6756",845,4,-1.254,0.575
"6757",845,5,-1.359,0.557
"6758",845,6,-1.434,0.547
"6759",845,7,-1.473,0.538
"6760",845,8,-1.573,0.544
"6761",846,1,-0.544,0.726
"6762",846,2,-0.002,0.391
"6763",846,3,0.088,0.303
"6764",846,4,0.125,0.26
"6765",846,5,0.07,0.244
"6766",846,6,0.011,0.234
"6767",846,7,0.008,0.217
"6768",846,8,-0.002,0.203
"6769",847,1,-0.544,0.726
"6770",847,2,-0.845,0.648
"6771",847,3,-0.447,0.403
"6772",847,4,-0.587,0.38
"6773",847,5,-0.426,0.299
"6774",847,6,-0.277,0.252
"6775",847,7,-0.209,0.228
"6776",847,8,-0.184,0.213
"6777",848,1,1.762,0.461
"6778",848,2,2.102,0.314
"6779",848,3,2.195,0.253
"6780",848,4,2.169,0.226
"6781",848,5,2.179,0.204
"6782",848,6,2.18,0.188
"6783",848,7,2.264,0.181
"6784",848,8,2.337,0.173
"6785",849,1,-0.544,0.726
"6786",849,2,-0.845,0.648
"6787",849,3,-1.109,0.606
"6788",849,4,-1.254,0.575
"6789",849,5,-0.802,0.387
"6790",849,6,-0.866,0.373
"6791",849,7,-0.926,0.365
"6792",849,8,-0.993,0.362
"6793",850,1,-0.544,0.726
"6794",850,2,-0.845,0.648
"6795",850,3,-1.109,0.606
"6796",850,4,-0.625,0.387
"6797",850,5,-0.719,0.368
"6798",850,6,-0.554,0.299
"6799",850,7,-0.616,0.288
"6800",850,8,-0.675,0.282
"6801",851,1,0.6,0.417
"6802",851,2,0.713,0.299
"6803",851,3,0.764,0.251
"6804",851,4,0.643,0.233
"6805",851,5,0.644,0.21
"6806",851,6,0.595,0.194
"6807",851,7,0.652,0.184
"6808",851,8,0.595,0.177
"6809",852,1,-0.544,0.726
"6810",852,2,-0.002,0.391
"6811",852,3,0.088,0.303
"6812",852,4,0.125,0.26
"6813",852,5,0.07,0.244
"6814",852,6,0.011,0.234
"6815",852,7,0.116,0.214
"6816",852,8,0.188,0.198
"6817",853,1,0.6,0.417
"6818",853,2,0.713,0.299
"6819",853,3,0.764,0.251
"6820",853,4,0.643,0.233
