"","ID","Position","EAP","SE"
"2915",365,3,0.088,0.303
"2916",365,4,0.125,0.26
"2917",365,5,0.07,0.244
"2918",365,6,0.011,0.234
"2919",365,7,0.116,0.214
"2920",365,8,0.092,0.202
"2921",366,1,-0.544,0.726
"2922",366,2,-0.845,0.648
"2923",366,3,-0.447,0.403
"2924",366,4,-0.587,0.38
"2925",366,5,-0.426,0.299
"2926",366,6,-0.506,0.286
"2927",366,7,-0.578,0.28
"2928",366,8,-0.488,0.246
"2929",367,1,1.762,0.461
"2930",367,2,2.102,0.314
"2931",367,3,2.195,0.253
"2932",367,4,2.169,0.226
"2933",367,5,2.179,0.204
"2934",367,6,2.18,0.188
"2935",367,7,2.264,0.181
"2936",367,8,2.253,0.171
"2937",368,1,-0.544,0.726
"2938",368,2,-0.845,0.648
"2939",368,3,-1.109,0.606
"2940",368,4,-1.254,0.575
"2941",368,5,-0.802,0.387
"2942",368,6,-0.866,0.373
"2943",368,7,-0.926,0.365
"2944",368,8,-0.993,0.362
"2945",369,1,-0.544,0.726
"2946",369,2,-0.845,0.648
"2947",369,3,-1.109,0.606
"2948",369,4,-1.254,0.575
"2949",369,5,-1.359,0.557
"2950",369,6,-1.434,0.547
"2951",369,7,-1.473,0.538
"2952",369,8,-1.573,0.544
"2953",370,1,-0.544,0.726
"2954",370,2,-0.845,0.648
"2955",370,3,-1.109,0.606
"2956",370,4,-1.254,0.575
"2957",370,5,-1.359,0.557
"2958",370,6,-1.434,0.547
"2959",370,7,-1.473,0.538
"2960",370,8,-1.573,0.544
"2961",371,1,-0.544,0.726
"2962",371,2,-0.845,0.648
"2963",371,3,-1.109,0.606
"2964",371,4,-0.625,0.387
"2965",371,5,-0.719,0.368
"2966",371,6,-0.554,0.299
"2967",371,7,-0.616,0.288
"2968",371,8,-0.675,0.282
"2969",372,1,-0.544,0.726
"2970",372,2,-0.002,0.391
"2971",372,3,0.088,0.303
"2972",372,4,-0.096,0.289
"2973",372,5,-0.078,0.256
"2974",372,6,-0.079,0.233
"2975",372,7,-0.044,0.215
"2976",372,8,-0.081,0.208
"2977",373,1,-0.544,0.726
"2978",373,2,-0.845,0.648
"2979",373,3,-1.109,0.606
"2980",373,4,-1.254,0.575
"2981",373,5,-0.802,0.387
"2982",373,6,-0.866,0.373
"2983",373,7,-0.926,0.365
"2984",373,8,-0.993,0.362
"2985",374,1,0.6,0.417
"2986",374,2,0.713,0.299
"2987",374,3,0.764,0.251
"2988",374,4,0.785,0.22
"2989",374,5,0.719,0.206
"2990",374,6,0.709,0.19
"2991",374,7,0.763,0.178
"2992",374,8,0.772,0.167
"2993",375,1,0.6,0.417
"2994",375,2,0.713,0.299
"2995",375,3,0.764,0.251
"2996",375,4,0.785,0.22
"2997",375,5,0.719,0.206
"2998",375,6,0.709,0.19
"2999",375,7,0.763,0.178
"3000",375,8,0.772,0.167
"3001",376,1,-0.544,0.726
"3002",376,2,-0.845,0.648
"3003",376,3,-1.109,0.606
"3004",376,4,-1.254,0.575
"3005",376,5,-1.359,0.557
"3006",376,6,-1.434,0.547
"3007",376,7,-1.473,0.538
"3008",376,8,-1.573,0.544
"3009",377,1,1.17,0.43
"3010",377,2,1.031,0.312
"3011",377,3,1.213,0.264
"3012",377,4,1.223,0.227
"3013",377,5,1.156,0.206
"3014",377,6,1.19,0.191
"3015",377,7,1.224,0.18
"3016",377,8,1.273,0.172
"3017",378,1,-0.544,0.726
"3018",378,2,-0.845,0.648
"3019",378,3,-1.109,0.606
"3020",378,4,-1.254,0.575
"3021",378,5,-0.802,0.387
"3022",378,6,-0.866,0.373
"3023",378,7,-0.926,0.365
"3024",378,8,-0.993,0.362
"3025",379,1,-0.544,0.726
"3026",379,2,-0.845,0.648
"3027",379,3,-0.447,0.403
"3028",379,4,-0.587,0.38
"3029",379,5,-0.426,0.299
"3030",379,6,-0.506,0.286
"3031",379,7,-0.578,0.28
"3032",379,8,-0.488,0.246
"3033",380,1,-0.544,0.726
"3034",380,2,-0.845,0.648
"3035",380,3,-1.109,0.606
"3036",380,4,-1.254,0.575
"3037",380,5,-1.359,0.557
"3038",380,6,-1.434,0.547
"3039",380,7,-1.473,0.538
"3040",380,8,-1.573,0.544
"3041",381,1,-0.544,0.726
"3042",381,2,-0.002,0.391
"3043",381,3,0.088,0.303
"3044",381,4,0.125,0.26
"3045",381,5,0.07,0.244
"3046",381,6,0.011,0.234
"3047",381,7,0.008,0.217
"3048",381,8,-0.002,0.203
"3049",382,1,0.6,0.417
"3050",382,2,0.713,0.299
"3051",382,3,0.764,0.251
"3052",382,4,0.785,0.22
"3053",382,5,0.719,0.206
"3054",382,6,0.807,0.193
"3055",382,7,0.852,0.18
"3056",382,8,0.914,0.172
"3057",383,1,-0.544,0.726
"3058",383,2,-0.845,0.648
"3059",383,3,-0.447,0.403
"3060",383,4,-0.587,0.38
"3061",383,5,-0.426,0.299
"3062",383,6,-0.506,0.286
"3063",383,7,-0.578,0.28
"3064",383,8,-0.488,0.246
"3065",384,1,1.762,0.461
"3066",384,2,2.102,0.314
"3067",384,3,2.195,0.253
"3068",384,4,2.169,0.226
"3069",384,5,2.179,0.204
"3070",384,6,2.18,0.188
"3071",384,7,2.264,0.181
"3072",384,8,2.337,0.173
"3073",385,1,-0.544,0.726
"3074",385,2,-0.002,0.391
"3075",385,3,0.088,0.303
"3076",385,4,0.125,0.26
"3077",385,5,0.07,0.244
"3078",385,6,0.011,0.234
"3079",385,7,0.008,0.217
"3080",385,8,-0.002,0.203
"3081",386,1,-0.544,0.726
"3082",386,2,-0.002,0.391
"3083",386,3,0.088,0.303
"3084",386,4,0.125,0.26
"3085",386,5,0.07,0.244
"3086",386,6,0.011,0.234
"3087",386,7,0.008,0.217
"3088",386,8,-0.002,0.203
"3089",387,1,-0.544,0.726
"3090",387,2,-0.002,0.391
"3091",387,3,0.088,0.303
"3092",387,4,0.125,0.26
"3093",387,5,0.07,0.244
"3094",387,6,0.011,0.234
"3095",387,7,0.008,0.217
"3096",387,8,-0.002,0.203
"3097",388,1,-0.544,0.726
"3098",388,2,-0.845,0.648
"3099",388,3,-1.109,0.606
"3100",388,4,-1.254,0.575
"3101",388,5,-0.802,0.387
"3102",388,6,-0.866,0.373
"3103",388,7,-0.926,0.365
"3104",388,8,-0.993,0.362
"3105",389,1,-0.544,0.726
"3106",389,2,-0.002,0.391
"3107",389,3,0.088,0.303
"3108",389,4,0.125,0.26
"3109",389,5,0.07,0.244
"3110",389,6,0.011,0.234
"3111",389,7,0.008,0.217
"3112",389,8,-0.002,0.203
"3113",390,1,-0.544,0.726
"3114",390,2,-0.845,0.648
"3115",390,3,-1.109,0.606
"3116",390,4,-1.254,0.575
"3117",390,5,-1.359,0.557
"3118",390,6,-1.434,0.547
"3119",390,7,-1.473,0.538
"3120",390,8,-1.573,0.544
"3121",391,1,1.17,0.43
"3122",391,2,1.031,0.312
"3123",391,3,1.213,0.264
"3124",391,4,1.223,0.227
"3125",391,5,1.271,0.206
"3126",391,6,1.289,0.191
"3127",391,7,1.281,0.18
"3128",391,8,1.302,0.17
"3129",392,1,-0.544,0.726
"3130",392,2,-0.002,0.391
"3131",392,3,0.088,0.303
"3132",392,4,0.125,0.26
"3133",392,5,0.07,0.244
"3134",392,6,0.011,0.234
"3135",392,7,0.008,0.217
"3136",392,8,-0.002,0.203
"3137",393,1,-0.544,0.726
"3138",393,2,-0.845,0.648
"3139",393,3,-1.109,0.606
"3140",393,4,-1.254,0.575
"3141",393,5,-1.359,0.557
"3142",393,6,-1.434,0.547
"3143",393,7,-1.473,0.538
"3144",393,8,-1.573,0.544
"3145",394,1,-0.544,0.726
"3146",394,2,-0.845,0.648
"3147",394,3,-1.109,0.606
"3148",394,4,-1.254,0.575
"3149",394,5,-1.359,0.557
"3150",394,6,-1.434,0.547
"3151",394,7,-1.473,0.538
"3152",394,8,-1.573,0.544
"3153",395,1,-0.544,0.726
"3154",395,2,-0.002,0.391
"3155",395,3,0.088,0.303
"3156",395,4,0.125,0.26
"3157",395,5,0.07,0.244
"3158",395,6,0.011,0.234
"3159",395,7,0.116,0.214
"3160",395,8,0.188,0.198
"3161",396,1,-0.544,0.726
"3162",396,2,-0.845,0.648
"3163",396,3,-1.109,0.606
"3164",396,4,-1.254,0.575
"3165",396,5,-1.359,0.557
"3166",396,6,-1.434,0.547
"3167",396,7,-1.473,0.538
"3168",396,8,-1.573,0.544
"3169",397,1,-0.544,0.726
"3170",397,2,-0.845,0.648
"3171",397,3,-1.109,0.606
"3172",397,4,-1.254,0.575
"3173",397,5,-1.359,0.557
"3174",397,6,-1.434,0.547
"3175",397,7,-1.473,0.538
"3176",397,8,-1.573,0.544
"3177",398,1,0.6,0.417
"3178",398,2,0.713,0.299
"3179",398,3,0.764,0.251
"3180",398,4,0.785,0.22
"3181",398,5,0.719,0.206
"3182",398,6,0.709,0.19
"3183",398,7,0.763,0.178
"3184",398,8,0.772,0.167
"3185",399,1,-0.544,0.726
"3186",399,2,-0.845,0.648
"3187",399,3,-1.109,0.606
"3188",399,4,-1.254,0.575
"3189",399,5,-1.359,0.557
"3190",399,6,-1.434,0.547
"3191",399,7,-1.473,0.538
"3192",399,8,-1.573,0.544
"3193",400,1,-0.544,0.726
"3194",400,2,-0.845,0.648
"3195",400,3,-1.109,0.606
"3196",400,4,-1.254,0.575
"3197",400,5,-1.359,0.557
"3198",400,6,-1.434,0.547
"3199",400,7,-1.473,0.538
"3200",400,8,-1.573,0.544
"3201",401,1,1.17,0.43
"3202",401,2,1.031,0.312
"3203",401,3,0.992,0.259
"3204",401,4,1.055,0.224
"3205",401,5,1.019,0.202
"3206",401,6,1.07,0.188
"3207",401,7,1.115,0.178
"3208",401,8,1.124,0.169
"3209",402,1,-0.544,0.726
"3210",402,2,-0.002,0.391
"3211",402,3,0.088,0.303
"3212",402,4,0.125,0.26
"3213",402,5,0.07,0.244
"3214",402,6,0.011,0.234
"3215",402,7,0.008,0.217
"3216",402,8,-0.002,0.203
"3217",403,1,0.6,0.417
"3218",403,2,0.713,0.299
"3219",403,3,0.764,0.251
"3220",403,4,0.785,0.22
"3221",403,5,0.719,0.206
"3222",403,6,0.807,0.193
"3223",403,7,0.852,0.18
"3224",403,8,0.914,0.172
"3225",404,1,-0.544,0.726
"3226",404,2,-0.845,0.648
"3227",404,3,-1.109,0.606
"3228",404,4,-1.254,0.575
"3229",404,5,-1.359,0.557
"3230",404,6,-1.434,0.547
"3231",404,7,-1.473,0.538
"3232",404,8,-1.573,0.544
"3233",405,1,-0.544,0.726
"3234",405,2,-0.002,0.391
"3235",405,3,0.088,0.303
"3236",405,4,0.125,0.26
"3237",405,5,0.07,0.244
"3238",405,6,0.011,0.234
"3239",405,7,0.008,0.217
"3240",405,8,-0.002,0.203
"3241",406,1,0.6,0.417
"3242",406,2,0.713,0.299
"3243",406,3,0.764,0.251
"3244",406,4,0.785,0.22
"3245",406,5,0.871,0.2
"3246",406,6,0.938,0.187
"3247",406,7,0.967,0.177
"3248",406,8,1.017,0.169
"3249",407,1,-0.544,0.726
"3250",407,2,-0.845,0.648
"3251",407,3,-1.109,0.606
"3252",407,4,-1.254,0.575
"3253",407,5,-1.359,0.557
"3254",407,6,-1.434,0.547
"3255",407,7,-1.473,0.538
"3256",407,8,-1.573,0.544
"3257",408,1,-0.544,0.726
"3258",408,2,-0.845,0.648
"3259",408,3,-1.109,0.606
"3260",408,4,-0.625,0.387
"3261",408,5,-0.719,0.368
"3262",408,6,-0.554,0.299
"3263",408,7,-0.616,0.288
"3264",408,8,-0.675,0.282
"3265",409,1,-0.544,0.726
"3266",409,2,-0.845,0.648
"3267",409,3,-1.109,0.606
"3268",409,4,-1.254,0.575
"3269",409,5,-1.359,0.557
"3270",409,6,-1.434,0.547
"3271",409,7,-1.473,0.538
"3272",409,8,-1.573,0.544
"3273",410,1,-0.544,0.726
"3274",410,2,-0.002,0.391
"3275",410,3,0.088,0.303
"3276",410,4,0.125,0.26
"3277",410,5,0.07,0.244
"3278",410,6,0.011,0.234
"3279",410,7,0.008,0.217
"3280",410,8,-0.002,0.203
"3281",411,1,0.6,0.417
"3282",411,2,0.713,0.299
"3283",411,3,0.764,0.251
"3284",411,4,0.785,0.22
"3285",411,5,0.719,0.206
"3286",411,6,0.709,0.19
"3287",411,7,0.763,0.178
"3288",411,8,0.772,0.167
"3289",412,1,-0.544,0.726
"3290",412,2,-0.845,0.648
"3291",412,3,-1.109,0.606
"3292",412,4,-1.254,0.575
"3293",412,5,-1.359,0.557
"3294",412,6,-1.434,0.547
"3295",412,7,-1.473,0.538
"3296",412,8,-1.573,0.544
"3297",413,1,-0.544,0.726
"3298",413,2,-0.845,0.648
"3299",413,3,-1.109,0.606
"3300",413,4,-1.254,0.575
"3301",413,5,-0.802,0.387
"3302",413,6,-0.866,0.373
"3303",413,7,-0.926,0.365
"3304",413,8,-0.993,0.362
"3305",414,1,-0.544,0.726
"3306",414,2,-0.845,0.648
"3307",414,3,-1.109,0.606
"3308",414,4,-1.254,0.575
"3309",414,5,-1.359,0.557
"3310",414,6,-1.434,0.547
"3311",414,7,-1.473,0.538
"3312",414,8,-1.573,0.544
"3313",415,1,-0.544,0.726
"3314",415,2,-0.845,0.648
"3315",415,3,-1.109,0.606
"3316",415,4,-1.254,0.575
"3317",415,5,-1.359,0.557
"3318",415,6,-1.434,0.547
"3319",415,7,-1.473,0.538
"3320",415,8,-1.573,0.544
"3321",416,1,-0.544,0.726
"3322",416,2,-0.845,0.648
"3323",416,3,-0.447,0.403
"3324",416,4,-0.587,0.38
"3325",416,5,-0.426,0.299
"3326",416,6,-0.506,0.286
"3327",416,7,-0.578,0.28
"3328",416,8,-0.488,0.246
"3329",417,1,-0.544,0.726
"3330",417,2,-0.002,0.391
"3331",417,3,0.088,0.303
"3332",417,4,0.125,0.26
"3333",417,5,0.07,0.244
"3334",417,6,0.011,0.234
"3335",417,7,0.008,0.217
"3336",417,8,-0.002,0.203
"3337",418,1,-0.544,0.726
"3338",418,2,-0.845,0.648
"3339",418,3,-1.109,0.606
"3340",418,4,-1.254,0.575
"3341",418,5,-1.359,0.557
"3342",418,6,-1.434,0.547
"3343",418,7,-1.473,0.538
"3344",418,8,-1.573,0.544
"3345",419,1,-0.544,0.726
"3346",419,2,-0.002,0.391
"3347",419,3,0.088,0.303
"3348",419,4,0.125,0.26
"3349",419,5,0.07,0.244
"3350",419,6,0.011,0.234
"3351",419,7,0.008,0.217
"3352",419,8,-0.002,0.203
"3353",420,1,-0.544,0.726
"3354",420,2,-0.845,0.648
"3355",420,3,-1.109,0.606
"3356",420,4,-1.254,0.575
"3357",420,5,-1.359,0.557
"3358",420,6,-1.434,0.547
"3359",420,7,-1.473,0.538
"3360",420,8,-1.573,0.544
"3361",421,1,1.17,0.43
"3362",421,2,1.031,0.312
"3363",421,3,1.213,0.264
"3364",421,4,1.223,0.227
"3365",421,5,1.271,0.206
"3366",421,6,1.289,0.191
"3367",421,7,1.281,0.18
"3368",421,8,1.302,0.17
"3369",422,1,-0.544,0.726
"3370",422,2,-0.845,0.648
"3371",422,3,-0.447,0.403
"3372",422,4,-0.587,0.38
"3373",422,5,-0.426,0.299
"3374",422,6,-0.506,0.286
"3375",422,7,-0.578,0.28
"3376",422,8,-0.488,0.246
"3377",423,1,1.17,0.43
"3378",423,2,1.386,0.308
"3379",423,3,1.564,0.264
"3380",423,4,1.591,0.231
"3381",423,5,1.576,0.209
"3382",423,6,1.662,0.196
"3383",423,7,1.723,0.184
"3384",423,8,1.77,0.174
"3385",424,1,-0.544,0.726
"3386",424,2,-0.002,0.391
"3387",424,3,0.088,0.303
"3388",424,4,0.125,0.26
"3389",424,5,0.07,0.244
"3390",424,6,0.011,0.234
"3391",424,7,0.008,0.217
"3392",424,8,-0.002,0.203
"3393",425,1,-0.544,0.726
"3394",425,2,-0.845,0.648
"3395",425,3,-1.109,0.606
"3396",425,4,-1.254,0.575
"3397",425,5,-1.359,0.557
"3398",425,6,-1.434,0.547
"3399",425,7,-1.473,0.538
"3400",425,8,-1.573,0.544
"3401",426,1,-0.544,0.726
"3402",426,2,-0.845,0.648
"3403",426,3,-0.447,0.403
"3404",426,4,-0.587,0.38
"3405",426,5,-0.426,0.299
"3406",426,6,-0.506,0.286
"3407",426,7,-0.387,0.247
"3408",426,8,-0.335,0.226
"3409",427,1,-0.544,0.726
"3410",427,2,-0.002,0.391
"3411",427,3,0.088,0.303
"3412",427,4,0.125,0.26
"3413",427,5,0.07,0.244
"3414",427,6,0.011,0.234
"3415",427,7,0.008,0.217
"3416",427,8,-0.002,0.203
"3417",428,1,-0.544,0.726
"3418",428,2,-0.845,0.648
"3419",428,3,-1.109,0.606
"3420",428,4,-0.625,0.387
"3421",428,5,-0.719,0.368
"3422",428,6,-0.554,0.299
"3423",428,7,-0.616,0.288
"3424",428,8,-0.675,0.282
"3425",429,1,-0.544,0.726
"3426",429,2,-0.845,0.648
"3427",429,3,-1.109,0.606
"3428",429,4,-1.254,0.575
"3429",429,5,-1.359,0.557
"3430",429,6,-1.434,0.547
"3431",429,7,-1.473,0.538
"3432",429,8,-1.573,0.544
"3433",430,1,-0.544,0.726
"3434",430,2,-0.845,0.648
"3435",430,3,-1.109,0.606
"3436",430,4,-1.254,0.575
"3437",430,5,-1.359,0.557
"3438",430,6,-1.434,0.547
"3439",430,7,-1.473,0.538
"3440",430,8,-1.573,0.544
"3441",431,1,-0.544,0.726
"3442",431,2,-0.845,0.648
"3443",431,3,-0.447,0.403
"3444",431,4,-0.587,0.38
"3445",431,5,-0.426,0.299
"3446",431,6,-0.506,0.286
"3447",431,7,-0.387,0.247
"3448",431,8,-0.335,0.226
"3449",432,1,-0.544,0.726
"3450",432,2,-0.002,0.391
"3451",432,3,0.088,0.303
"3452",432,4,0.125,0.26
"3453",432,5,0.07,0.244
"3454",432,6,0.011,0.234
"3455",432,7,0.008,0.217
"3456",432,8,-0.002,0.203
"3457",433,1,1.762,0.461
"3458",433,2,2.102,0.314
"3459",433,3,2.195,0.253
"3460",433,4,2.169,0.226
"3461",433,5,2.179,0.204
"3462",433,6,2.18,0.188
"3463",433,7,2.264,0.181
"3464",433,8,2.253,0.171
"3465",434,1,0.6,0.417
"3466",434,2,0.713,0.299
"3467",434,3,0.764,0.251
"3468",434,4,0.643,0.233
"3469",434,5,0.644,0.21
"3470",434,6,0.717,0.195
"3471",434,7,0.671,0.185
"3472",434,8,0.692,0.172
"3473",435,1,-0.544,0.726
"3474",435,2,-0.002,0.391
"3475",435,3,0.088,0.303
"3476",435,4,0.125,0.26
"3477",435,5,0.07,0.244
"3478",435,6,0.011,0.234
"3479",435,7,0.008,0.217
"3480",435,8,-0.002,0.203
"3481",436,1,-0.544,0.726
"3482",436,2,-0.002,0.391
"3483",436,3,0.088,0.303
"3484",436,4,0.125,0.26
"3485",436,5,0.07,0.244
"3486",436,6,0.011,0.234
"3487",436,7,0.008,0.217
"3488",436,8,-0.002,0.203
"3489",437,1,-0.544,0.726
"3490",437,2,-0.845,0.648
"3491",437,3,-1.109,0.606
"3492",437,4,-1.254,0.575
"3493",437,5,-1.359,0.557
"3494",437,6,-1.434,0.547
"3495",437,7,-1.473,0.538
"3496",437,8,-1.573,0.544
"3497",438,1,1.17,0.43
"3498",438,2,1.031,0.312
"3499",438,3,1.213,0.264
"3500",438,4,1.223,0.227
"3501",438,5,1.156,0.206
"3502",438,6,1.19,0.191
"3503",438,7,1.224,0.18
"3504",438,8,1.195,0.17
"3505",439,1,-0.544,0.726
"3506",439,2,-0.845,0.648
"3507",439,3,-1.109,0.606
"3508",439,4,-1.254,0.575
"3509",439,5,-1.359,0.557
"3510",439,6,-1.434,0.547
"3511",439,7,-1.473,0.538
"3512",439,8,-1.573,0.544
"3513",440,1,1.762,0.461
"3514",440,2,2.102,0.314
"3515",440,3,2.195,0.253
"3516",440,4,2.342,0.225
"3517",440,5,2.322,0.204
"3518",440,6,2.409,0.192
"3519",440,7,2.496,0.183
"3520",440,8,2.553,0.175
"3521",441,1,-0.544,0.726
"3522",441,2,-0.002,0.391
"3523",441,3,0.088,0.303
"3524",441,4,0.125,0.26
"3525",441,5,0.07,0.244
"3526",441,6,0.011,0.234
"3527",441,7,0.116,0.214
"3528",441,8,0.092,0.202
"3529",442,1,-0.544,0.726
"3530",442,2,-0.845,0.648
"3531",442,3,-1.109,0.606
"3532",442,4,-1.254,0.575
"3533",442,5,-1.359,0.557
"3534",442,6,-1.434,0.547
"3535",442,7,-1.473,0.538
"3536",442,8,-1.573,0.544
"3537",443,1,0.6,0.417
"3538",443,2,0.713,0.299
"3539",443,3,0.764,0.251
"3540",443,4,0.785,0.22
"3541",443,5,0.719,0.206
"3542",443,6,0.709,0.19
"3543",443,7,0.763,0.178
"3544",443,8,0.772,0.167
"3545",444,1,-0.544,0.726
"3546",444,2,-0.845,0.648
"3547",444,3,-0.447,0.403
"3548",444,4,-0.587,0.38
"3549",444,5,-0.426,0.299
"3550",444,6,-0.506,0.286
"3551",444,7,-0.578,0.28
"3552",444,8,-0.488,0.246
"3553",445,1,-0.544,0.726
"3554",445,2,-0.845,0.648
"3555",445,3,-0.447,0.403
"3556",445,4,-0.587,0.38
"3557",445,5,-0.426,0.299
"3558",445,6,-0.506,0.286
"3559",445,7,-0.578,0.28
"3560",445,8,-0.488,0.246
"3561",446,1,-0.544,0.726
"3562",446,2,-0.002,0.391
"3563",446,3,0.088,0.303
"3564",446,4,0.125,0.26
"3565",446,5,0.07,0.244
"3566",446,6,0.011,0.234
"3567",446,7,0.008,0.217
"3568",446,8,-0.002,0.203
"3569",447,1,-0.544,0.726
"3570",447,2,-0.845,0.648
"3571",447,3,-1.109,0.606
"3572",447,4,-1.254,0.575
"3573",447,5,-1.359,0.557
"3574",447,6,-1.434,0.547
"3575",447,7,-1.473,0.538
"3576",447,8,-1.573,0.544
"3577",448,1,-0.544,0.726
"3578",448,2,-0.845,0.648
"3579",448,3,-1.109,0.606
"3580",448,4,-1.254,0.575
"3581",448,5,-1.359,0.557
"3582",448,6,-1.434,0.547
"3583",448,7,-1.473,0.538
"3584",448,8,-1.573,0.544
"3585",449,1,-0.544,0.726
"3586",449,2,-0.845,0.648
"3587",449,3,-0.447,0.403
"3588",449,4,-0.587,0.38
"3589",449,5,-0.426,0.299
"3590",449,6,-0.506,0.286
"3591",449,7,-0.578,0.28
"3592",449,8,-0.488,0.246
"3593",450,1,1.17,0.43
"3594",450,2,1.031,0.312
"3595",450,3,0.992,0.259
"3596",450,4,1.055,0.224
"3597",450,5,1.019,0.202
"3598",450,6,1.07,0.188
"3599",450,7,1.115,0.178
"3600",450,8,1.124,0.169
"3601",451,1,0.6,0.417
"3602",451,2,0.713,0.299
"3603",451,3,0.764,0.251
"3604",451,4,0.785,0.22
"3605",451,5,0.719,0.206
"3606",451,6,0.709,0.19
"3607",451,7,0.763,0.178
"3608",451,8,0.772,0.167
"3609",452,1,-0.544,0.726
"3610",452,2,-0.002,0.391
"3611",452,3,0.088,0.303
"3612",452,4,0.125,0.26
"3613",452,5,0.07,0.244
"3614",452,6,0.011,0.234
"3615",452,7,0.008,0.217
"3616",452,8,-0.002,0.203
"3617",453,1,-0.544,0.726
"3618",453,2,-0.845,0.648
"3619",453,3,-1.109,0.606
"3620",453,4,-1.254,0.575
"3621",453,5,-1.359,0.557
"3622",453,6,-1.434,0.547
"3623",453,7,-1.473,0.538
"3624",453,8,-1.573,0.544
"3625",454,1,1.17,0.43
"3626",454,2,1.031,0.312
"3627",454,3,1.213,0.264
"3628",454,4,1.223,0.227
"3629",454,5,1.271,0.206
"3630",454,6,1.289,0.191
"3631",454,7,1.281,0.18
"3632",454,8,1.302,0.17
"3633",455,1,-0.544,0.726
"3634",455,2,-0.002,0.391
"3635",455,3,0.088,0.303
"3636",455,4,0.125,0.26
"3637",455,5,0.07,0.244
"3638",455,6,0.011,0.234
"3639",455,7,0.008,0.217
"3640",455,8,-0.002,0.203
"3641",456,1,0.6,0.417
"3642",456,2,0.319,0.353
"3643",456,3,0.325,0.283
"3644",456,4,0.236,0.265
"3645",456,5,0.241,0.234
"3646",456,6,0.241,0.213
"3647",456,7,0.304,0.193
"3648",456,8,0.269,0.187
"3649",457,1,0.6,0.417
"3650",457,2,0.713,0.299
"3651",457,3,0.764,0.251
"3652",457,4,0.785,0.22
"3653",457,5,0.871,0.2
"3654",457,6,0.938,0.187
"3655",457,7,0.967,0.177
"3656",457,8,1.017,0.169
"3657",458,1,-0.544,0.726
"3658",458,2,-0.845,0.648
"3659",458,3,-1.109,0.606
"3660",458,4,-1.254,0.575
"3661",458,5,-1.359,0.557
"3662",458,6,-1.434,0.547
"3663",458,7,-1.473,0.538
"3664",458,8,-1.573,0.544
"3665",459,1,-0.544,0.726
"3666",459,2,-0.002,0.391
"3667",459,3,0.088,0.303
"3668",459,4,0.125,0.26
"3669",459,5,0.07,0.244
"3670",459,6,0.011,0.234
"3671",459,7,0.116,0.214
"3672",459,8,0.092,0.202
"3673",460,1,0.6,0.417
"3674",460,2,0.319,0.353
"3675",460,3,0.325,0.283
"3676",460,4,0.236,0.265
"3677",460,5,0.241,0.234
"3678",460,6,0.241,0.213
"3679",460,7,0.304,0.193
"3680",460,8,0.269,0.187
"3681",461,1,-0.544,0.726
"3682",461,2,-0.845,0.648
"3683",461,3,-1.109,0.606
"3684",461,4,-1.254,0.575
"3685",461,5,-1.359,0.557
"3686",461,6,-1.434,0.547
"3687",461,7,-1.473,0.538
"3688",461,8,-1.573,0.544
"3689",462,1,-0.544,0.726
"3690",462,2,-0.002,0.391
"3691",462,3,0.088,0.303
"3692",462,4,0.125,0.26
"3693",462,5,0.07,0.244
"3694",462,6,0.011,0.234
"3695",462,7,0.008,0.217
"3696",462,8,-0.002,0.203
"3697",463,1,-0.544,0.726
"3698",463,2,-0.845,0.648
"3699",463,3,-1.109,0.606
"3700",463,4,-1.254,0.575
"3701",463,5,-1.359,0.557
"3702",463,6,-1.434,0.547
"3703",463,7,-1.473,0.538
"3704",463,8,-1.573,0.544
"3705",464,1,1.17,0.43
"3706",464,2,1.386,0.308
"3707",464,3,1.346,0.254
"3708",464,4,1.418,0.225
"3709",464,5,1.432,0.204
"3710",464,6,1.53,0.194
"3711",464,7,1.605,0.184
"3712",464,8,1.594,0.174
"3713",465,1,0.6,0.417
"3714",465,2,0.319,0.353
"3715",465,3,0.325,0.283
"3716",465,4,0.236,0.265
"3717",465,5,0.241,0.234
"3718",465,6,0.241,0.213
"3719",465,7,0.304,0.193
"3720",465,8,0.269,0.187
"3721",466,1,-0.544,0.726
"3722",466,2,-0.002,0.391
"3723",466,3,0.088,0.303
"3724",466,4,0.125,0.26
"3725",466,5,0.07,0.244
"3726",466,6,0.011,0.234
"3727",466,7,0.008,0.217
"3728",466,8,-0.002,0.203
"3729",467,1,-0.544,0.726
"3730",467,2,-0.845,0.648
"3731",467,3,-1.109,0.606
"3732",467,4,-0.625,0.387
"3733",467,5,-0.719,0.368
"3734",467,6,-0.554,0.299
"3735",467,7,-0.616,0.288
"3736",467,8,-0.675,0.282
"3737",468,1,-0.544,0.726
"3738",468,2,-0.845,0.648
"3739",468,3,-1.109,0.606
"3740",468,4,-1.254,0.575
"3741",468,5,-1.359,0.557
"3742",468,6,-1.434,0.547
"3743",468,7,-1.473,0.538
"3744",468,8,-1.573,0.544
"3745",469,1,-0.544,0.726
"3746",469,2,-0.002,0.391
"3747",469,3,0.088,0.303
"3748",469,4,0.125,0.26
"3749",469,5,0.07,0.244
"3750",469,6,0.011,0.234
"3751",469,7,0.008,0.217
"3752",469,8,-0.002,0.203
"3753",470,1,-0.544,0.726
"3754",470,2,-0.002,0.391
"3755",470,3,0.088,0.303
"3756",470,4,-0.096,0.289
"3757",470,5,-0.078,0.256
